id,age,income_level,debt_level,region,loan_access,data_accuracy,misidentified_vulnerability,access_to_bank_account,access_to_credit_card,access_to_insurance,financial_literacy_score,vulnerable,savings_amount,income_stability,credit_score,loan_history,late_payments_yearly,bankruptcies_filed,credit_utilisation_ratio,access_to_counselling,financial_shocks_annual,marital_status,no_dependents,creditworthy,monthly_expenses,access_financial_education,has_emergency_savings,financially_resilient,employment_status
a6af1761-52ee-4899-af68-b15c17872b83,24,97894.17,20087.61,Rural,TRUE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Student
d00fa879-c4a2-4579-a6be-bf4afdabcdd2,47,33947.21,33299.07,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
dfa2634d-674c-4d98-9dcd-e5a531ea21e1,20,60942.23,31170.86,Suburban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
8cb5b509-ee1f-4516-932f-6382448aee95,60,15177.27,43285.62,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
031c8680-c1b6-4f59-913c-33d825876c3b,51,12952.48,40871.89,Urban,FALSE,Outdated,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
9137b8dd-29fc-4460-b48e-fc541713c6ad,48,7314.49,41746.32,Urban,TRUE,Outdated,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
a8a6b5b3-df99-4a4e-847c-d96c9c4681c5,78,23686.23,1635.23,Urban,TRUE,Outdated,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
4f57e5f2-86f4-4d1c-8fc5-9c1a63058c05,53,31150.19,32870.3,Suburban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
9dbcdf58-e70c-4e5e-a786-77a938b68105,47,47553.91,26867.46,Rural,TRUE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Student
780e6674-fba3-40ba-9eb4-0ffffd43de19,27,59304.56,16879.63,Suburban,TRUE,Outdated,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
c109d281-cd64-41b9-8686-e915e13c0b4e,26,74142.71,4725.33,Suburban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
ca0f06b1-b9aa-4a91-9bab-d79aaca4c557,20,31625.46,19189.06,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
2ede8eaf-6cb2-4464-962a-eb571d379fb3,37,44982.72,48949.69,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
8edff9f8-55e1-471b-9f95-c0752a2d4574,79,79087.34,31909.61,Suburban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
17074883-011f-4987-849b-749f79b594db,21,64899.43,32014.57,Suburban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
c22c4906-da37-45ec-8472-b8f4c8e52484,63,32462.72,5833.48,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
ff07ad2c-e57c-4aa3-a044-249a668bf30d,42,65601.77,13911.76,Suburban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
e7f16038-1389-4137-8167-5d50ebc81eda,72,42548.05,29891.53,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
f52e8069-6b02-4ed0-b998-26e5e31f16ae,34,18369.76,32969.86,Suburban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
c9d0a3fd-17af-4fca-9e8f-d31fe05daad4,26,26106.3,25947.14,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
a0b7a5c5-9b45-4404-b298-796cac6d0550,72,16846.55,7525.26,Urban,TRUE,Accurate,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
d4071429-6f7a-4910-8b35-734dcabc6c89,34,63298.19,33911.28,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
c5c08ca1-e89c-4952-872e-0f486fd5207e,32,72506.17,24708.65,Suburban,FALSE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
6a566d14-4c7a-40c3-b719-0311930538e2,76,26853.86,35909.4,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
cb6ed9c6-34bc-455b-87c5-7ef278e2267f,73,88769.14,28923.63,Rural,TRUE,Outdated,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Student
711374a6-89b6-44f6-b8cb-d58cc559fb14,79,65336.3,10717.29,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
4c7c0c34-c41f-4330-9e47-d32fdd5f3d3e,24,74918.57,5960.87,Suburban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
83d5a61d-bfc7-455d-b7ca-41b19afeb124,66,8596.19,22109.85,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
2240ff88-55a2-41d9-bb59-c9a738411977,59,67092.14,41021.83,Suburban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
464acd6b-4943-4fbe-9aa2-38102a573a29,70,19817.46,2193.23,Suburban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
264b59e4-0144-4d7e-9baa-daa1f7a7de91,55,55987.22,26061.12,Urban,TRUE,Outdated,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
e9ea3d0d-ed85-411a-86f2-94af4dd62eda,20,88911.34,31136.9,Rural,FALSE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
f301c017-3566-4109-9aef-433438ef06af,63,57162.97,31689.23,Rural,TRUE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
e62e0d92-d2af-4275-af5c-846ed48c7965,20,42968.63,23150.46,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
394facbb-9a1c-4b7d-a5e7-2cdba8ee15f4,73,91289.22,7784.09,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
bbc2ec01-48d4-41d6-b26c-b2baf8977367,48,37644.32,30182.47,Urban,FALSE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
b98150dc-3408-4207-9f9a-cc5f2b39eb5c,23,48472.77,4847.98,Suburban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
a620d744-0f81-4e35-b209-d7832b09493f,66,13942.87,46326.52,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
db764382-8feb-4963-8c93-c6949917eb8e,32,41041.07,31204.4,Urban,TRUE,Outdated,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
10a7668c-adc9-481d-8663-a2636364df27,40,27757.61,2066.33,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
7531335d-2de3-4282-a847-5c5eeaac8a98,83,88840.74,34769.2,Suburban,FALSE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
8299dea9-bb9d-4e4e-a9ba-e029dc22b12a,22,88768.16,20128.64,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
edb483af-c276-406b-970b-4fcb48073bcd,53,23272.31,41849.28,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
b5e07601-0799-4336-9109-49e297b81231,59,18833.01,23665.26,Urban,FALSE,Outdated,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
b6d691cf-fe6e-400d-814f-7d7392a43540,69,38417.28,37809.49,Suburban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
9a47b5ad-048a-4a31-a817-026453031252,77,54406.16,17502.67,Suburban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
2f2ec044-57f5-46b5-bdee-af4736eeb120,73,98712.51,5609.18,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
63a89e00-a81e-4f1d-aae2-ab3c63705323,38,61748.36,2086.97,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
de4e2c28-c091-44d5-881c-6b991c750f93,48,27774.8,42072.31,Suburban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
0cba70ce-90df-4b99-9d32-c22307f20ec8,55,7066.28,11507.63,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
f0c60bee-3e48-43fc-b59f-3635b5392050,22,77368.5,764.63,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
76f9a0d5-b944-4387-aace-482fb04c2d01,33,95051.43,13129.23,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
5e1aa0db-4610-4e05-9a24-28322afd46ef,63,69333.98,1794.94,Urban,FALSE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
c0e794fe-9650-4b74-b80c-810c7a1652ce,32,11682.17,27704.43,Rural,FALSE,Accurate,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
25a8ee5c-7562-4640-ac67-8b3a19def047,18,18832.15,26250.29,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
121aa3df-b742-46f5-b3d8-70aff0944bb7,36,99778.12,42631.69,Suburban,FALSE,Outdated,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
92fa11a1-76c3-470e-99de-fa2060756068,81,63102.79,10209.8,Suburban,TRUE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
2dc7056a-02bb-4ae5-8c45-08b4fd5ed1c5,70,87911.96,10781.78,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
6e8a5ca7-60af-4839-ad25-54c8b2ab0272,73,11680.3,47481.15,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
89848954-d82d-44ea-be92-4ef8562a214b,37,50293.72,44121.52,Suburban,TRUE,Outdated,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
616e4259-b2e0-4e8e-a08a-e6274eda9dc4,76,97639.21,39136.13,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
396b7a42-36e2-4c86-91f5-219c77d8b083,68,64078.44,35401.18,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
9cc75277-6d1d-432f-aafa-1dc6bbb56f07,65,37381.39,27501.61,Rural,FALSE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Student
d886ba0b-986c-4b6a-8c53-61f2911e371d,48,82681.04,13278.3,Suburban,TRUE,Outdated,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
ff30594e-a184-48e8-a1b0-7319a8c659c6,32,58856.82,316.83,Urban,TRUE,Outdated,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
9c0df1b2-a948-4b20-845f-b7267bfaba3e,19,59687.78,23445.56,Urban,FALSE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
a00b6e15-3f1c-48aa-ac99-8ae682e7a706,66,87801.74,3989.18,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
6299234d-b1af-45cc-a530-7fd2abedde44,66,78493.2,15142.66,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
ec572b90-6503-4875-a004-d73c9541cff6,53,12224.25,40853.36,Urban,FALSE,Outdated,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
37e947fb-3d4b-4f0f-b020-6de1585b873c,59,87556,552.02,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
4eae77e6-2ad4-4eb7-af8b-227d8e8d6e98,37,68609.96,36065.7,Suburban,TRUE,Accurate,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
152365be-ab65-4415-93d8-dccb104f2305,33,41261.99,33035.88,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
247fd397-9f81-4b5f-a976-3dac03329f13,53,5454.83,5810.01,Urban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
1f93a549-a3c8-480e-ba9f-61964d79937e,39,94594.01,18122.78,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
670b3463-ba90-478d-a79b-8a8d80faf3b9,48,86952.82,31989.88,Suburban,FALSE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
a664ff1f-61b1-4d8f-b59b-bbac174021ec,46,40309.54,45805.34,Urban,TRUE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
60c61bcd-7ce1-4e11-9ec2-1886818477ff,51,75231.13,32619.85,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
85d458ca-ff8b-4111-a652-40271650c0a0,25,18384.94,44334.11,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
7d94611c-dc0c-445b-857f-d5640eba9040,80,99307.26,48750.91,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
cc795109-8404-494e-8617-838981f1665f,41,99402.41,4493.67,Suburban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
07805115-5a69-452f-bbe5-d1c0066b3d71,72,56167.26,7217.43,Urban,FALSE,Outdated,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
a8a96914-d8a1-4e62-8973-b5f154ca99d0,25,16749.54,18987.43,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
029daee2-8651-4222-8e7a-cfd5442d62a3,36,13513.51,23184.37,Urban,FALSE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
088f5ce2-13cc-4c64-bbf3-5dc9611ea2c0,43,69058.25,35994.39,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
b23eb4f9-a908-4094-9acf-e5ba050887bf,64,79049.42,832.05,Suburban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
5b380204-198b-4ad5-af31-04b79920b432,54,26110.14,5764.49,Urban,TRUE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
8ea4541b-6988-4b28-b062-9781b71a9a56,52,20030.28,39216.25,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
788b6de9-df1e-4854-be32-99663d07962f,33,80964.4,26477.46,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
2d3fa6fe-86cd-4dd2-a975-6f45d6f2b836,44,8048.9,30079.6,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
87d2bd18-0346-489f-a05b-bb998ea39403,56,82520.63,13226.39,Urban,TRUE,Outdated,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
68835ed8-b5ff-431e-804c-803ea78448cc,20,6166.51,23433.33,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
cccd3a6f-00fd-401c-a960-b1abe6a6b89c,76,33010.68,22057.73,Suburban,TRUE,Outdated,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
3c5f0495-ee89-496f-a6ee-bf7fc3046d68,20,43384.1,31938.72,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
5ef8dcd2-452b-4ee2-9ed9-a919f8c0b636,44,59843.92,12899.71,Rural,TRUE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
ad4710b3-27d3-4a4d-99cd-06e50ed6d686,48,30154.6,22940.99,Suburban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
bd331e72-3257-4a02-90bc-db13249945ea,65,61258.22,14455.13,Urban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
a7ae8dea-f938-4ad2-92ef-806910ed34b0,51,84076.45,47568.62,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
77e794d3-53d0-464a-badd-0e5448c53390,66,86824.98,3438.41,Urban,TRUE,Outdated,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
1c0ea449-36c2-45bf-adbb-9510e6006780,61,33586.9,1414.79,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
c4b15096-64d8-4893-9d3d-03a6ba5fe3ee,34,21211.11,8931.66,Suburban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
91d63410-efc7-4ab9-8a08-50ed6dc527c8,71,84337.7,3185.41,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
c7e4f72a-4489-4770-8ef3-71b5ffd9fda7,31,41149.98,27052.82,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
e7a9ce48-0cd7-478e-857a-a46788e21157,62,39671.92,1232.89,Urban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
eb87fb53-78c8-4d40-bde5-c3f75831923b,40,29932.12,4934.31,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
c808e22c-a832-4431-9b38-0c5f6bcb70f2,70,75262.52,25950.79,Suburban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
995b981a-8b8c-4e45-b243-ecda06dd707d,67,46577.03,19123.28,Rural,TRUE,Outdated,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
a6d55367-94a5-4ed2-9d12-919d5318673e,50,86914.17,38901.01,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
02437369-d706-4391-a965-75dca3939971,33,71443.97,14548.76,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
c7e01e43-1ad2-4dc2-b5f0-1590ad7503c4,63,37528.24,28058.21,Suburban,TRUE,Outdated,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
53279458-9364-48d3-ba9f-4e305c2c3ebb,52,30179.78,23197.48,Urban,FALSE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
1d01fab5-df29-4a86-ae42-47902156d2dc,78,24941.54,5273.47,Suburban,FALSE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
2f4e65ca-e4ce-40c0-9f3b-86d0a0fe676b,67,31845.7,30510.7,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
1108b55b-9919-4aae-8ff9-5861958ce54d,38,89338.28,12818.46,Suburban,TRUE,Outdated,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
20601fe9-447d-4d95-b5a8-8ce07e37466f,45,54574.96,22774.35,Rural,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
9211f8e4-87fc-4002-8dab-e279975d8a4a,50,27605.28,15967.17,Urban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
28b98974-6679-48e7-a8e7-8ae046bffc04,44,35432.94,41126.7,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
170973b6-8e6e-4f71-9df6-819e2402cc53,64,57602.38,25503.03,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
db73d80f-15a6-4ad9-a2ee-871ebbf34fd4,55,21598.22,35098.93,Urban,FALSE,Outdated,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Unemployed
a4b7046b-7f28-44cc-bd6d-f134263cc996,77,38981.49,14912.72,Suburban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Self-employed
180dfe4d-070d-455c-bd9a-7ca00db4eb21,38,32597.01,10716.27,Rural,FALSE,Outdated,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
b1610701-4a55-4be8-85ea-f48b0deea8a6,73,20964.4,30941.1,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
7f902743-5a19-47ed-875c-ca7c3f0033d6,83,59498.8,34975.45,Urban,FALSE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
a7fdd0f7-cce0-4d56-96ca-ef37d81685ba,20,98615.6,15480.95,Suburban,FALSE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
a75df833-b56c-4655-8b78-5932f4365633,83,85981.46,10182.08,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
2e77da70-4f02-462d-98f0-4e3f7bf4ec0f,77,77433.26,38739.94,Suburban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
d1f2c376-b6d3-4071-9595-cac20478e64a,30,60905.46,10510.02,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
4e92afa7-711a-449a-83dd-6e6cb8002ade,62,84900.6,4369.03,Urban,FALSE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Employed
2577ea60-c1bb-49f6-bb04-0a3e7c292995,21,15683.57,38828.4,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
49dd2240-f3ae-45ca-9599-7b828cf9dedf,31,97313.89,29142.13,Urban,FALSE,Outdated,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Student
488b9ce2-0e76-4f39-8582-77216e7410ab,25,84263.7,35798.77,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
1e365bb6-6ff8-44de-bf11-d24f4a52d65c,30,61943.46,47464.35,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Unemployed
081eca42-5d73-4713-8b9f-346a67195808,33,34431.63,39644.11,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
f90e804c-38a5-4abd-8e10-3dac82dd13f1,57,11388.88,18536.05,Suburban,TRUE,Accurate,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,Self-employed
3f75b748-3cae-4b85-b796-68420f7d520f,49,82648.74,11297.89,Urban,TRUE,Accurate,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
3721c76f-ea50-4101-b6d4-5314e249c857,61,28423.12,43475.06,Suburban,TRUE,Outdated,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,Employed
4345f35a-dd78-4ade-ba29-ac67ca781842,43,40839.42,15332.88,Rural,TRUE,Outdated,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
01955cea-ad7a-4d6e-9345-99fe4b59fd08,66,38546.85,36297.31,Rural,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
28439dbd-89f1-4551-87cd-5aac1ce85c52,66,16605.82,21967.36,Urban,TRUE,Accurate,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,Student
